,job_title,company_name,job_type,work_mode
1072,Internal Audit Manager,"Gharbia, Egypt",Full Time,On-site
1073,Technical Office Engineer (Females Only),"Hadayek Alahram, Giza, Egypt",Full Time,On-site
1074,Bank Accountant,"Qanater Khairya, Qalubia, Egypt",Full Time,On-site
1075,Head Of Projects & Facility,"Obour City, Cairo, Egypt",Full Time,On-site
1076,Purchasing / Procurement Specialist,"Maadi, Cairo, Egypt",Full Time,Hybrid
1077,Production Manager (Frozen & Dry Freezing Fruits And Vegetables).,"Alsadat City, Monufya, Egypt",Full Time,On-site
1078,Planning Section Head ( Garment Factory ),"Fayoum, Egypt",Full Time,On-site
1079,Security Engineer,"Mohandessin, Giza, Egypt",Full Time,On-site
1080,"Technical office civil engineer , Planning civil engineer and steel detailer","Nasr City, Cairo, Egypt",Full Time,On-site
1081,Internal Auditor,"Qalyub, Qalubia, Egypt",Full Time,On-site
1082,Accountant,"Sheraton, Cairo, Egypt",Full Time,On-site
1083,Regional Marketing Manager - Egypt,"Cairo, Egypt",Freelance / Project,Remote
1084,Maintenance (Engineer) - Mobile,"Alexandria, Egypt",Full Time,On-site
1085,Broadcast Senior Engineer,"New Capital, Cairo, Egypt",Full Time,On-site
1086,Light Current Senior Engineer,"New Capital, Cairo, Egypt",Full Time,On-site
1087,Sales Representative - Spare Spare,"Cairo, Egypt",Full Time,On-site
1088,Accountant,"Ain Sokhna, Suez, Egypt",Full Time,On-site
1089,Sales Specialist ( Video Games ) - Cairo,"New Cairo, Cairo, Egypt",Full Time,On-site
1090,Business Analyst,"Sheikh Zayed, Giza, Egypt",Full Time,Hybrid
1091,Accountant,"Nasr City, Cairo, Egypt",Full Time,On-site
1092,Content Creator & Social Media Specialist,"Heliopolis, Cairo, Egypt",Full Time,On-site
1093,Electrical Technical Office Engineer,"Nasr City, Cairo, Egypt",Full Time,On-site
1094,Genpact - Accounts Payable-Process Associate,"New Cairo, Cairo, Egypt",Full Time,Hybrid
1095,Senior Mechanical Technical Office Engineer,"Cairo, Egypt",Full Time,On-site
1096,Finance Manager,"New Cairo, Cairo, Egypt",Full Time,On-site
1097,Technical Support Supervisor,"Nasr City, Cairo, Egypt",Full Time,On-site
1098,invoice accountant,"Nasr City, Cairo, Egypt",Full Time,On-site
1099,Quality Control Inspector,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1100,Account supervisor,"New Cairo, Cairo, Egypt",Full Time,On-site
1101,Oracle Forms & Reports,"Riyadh, Saudi Arabia",Full Time,On-site
1102,Personnel & Payroll Specialist,"Obour City, Cairo, Egypt",Full Time,On-site
1103,Mechanical Engineer,"6th of October, Giza, Egypt",Full Time,On-site
1104,ERP System Admin Manager,"Dokki, Giza, Egypt",Full Time,On-site
1105,Sales Admin & Office Manager (Real Estate),"New Cairo, Cairo, Egypt",Full Time,On-site
1106,Technical Architect,"New Cairo, Cairo, Egypt",Full Time,On-site
1107,Technical Office Mechanical Engineer,"Obour City, Cairo, Egypt",Full Time,On-site
1108,Automation Engineer,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
1109,Financial Controller,"Obour City, Cairo, Egypt",Full Time,On-site
1110,General Accountant,"Qanater Khairya, Qalubia, Egypt",Full Time,On-site
1111,Strategic Sales Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
1112,HR Generalist (Cosmetics Industry),"Mohandessin, Giza, Egypt",Full Time,On-site
1113,Executive Administrative Assistant,"Mahalla Kubra, Gharbia, Egypt",Full Time,On-site
1114,Clinic Administrator,"Mohandessin, Giza, Egypt",Full Time,On-site
1115,Material Planning Specialist,"Dokki, Giza, Egypt",Full Time,On-site
1116,Budgeting &Planning Manager,"Cairo, Egypt",Full Time,On-site
1117,Production Planner,"Beni Suef, Beni Suef, Egypt",Full Time,On-site
1118,ONSIT Researcher & Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
1119,OPD Coordinator,"Agami, Alexandria, Egypt",Internship,On-site
1120,Product Designer (Design System),"Maadi, Cairo, Egypt",Full Time,Hybrid
1121,Senior Product Designer (Strategy & Experience Design),"Maadi, Cairo, Egypt",Full Time,Hybrid
1122,Personnel & Payroll Supervisor,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1123,Head of Cost & Inventory Control,"Qalyub, Qalubia, Egypt",Full Time,On-site
1124,Costing Engineer,"Heliopolis, Cairo, Egypt",Full Time,On-site
1125,Accounting Manager,"Zamalek, Cairo, Egypt",Full Time,On-site
1126,Senior Personnel Specialist,"New Cairo, Cairo, Egypt",Full Time,On-site
1127,Accountant,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1128,Accounting Analyst,"Mansoura, Dakahlia, Egypt",Full Time,On-site
1129,Transportation Supervisor,"Maadi, Cairo, Egypt",Full Time,On-site
1130,Quality Control Section Head,"Helwan, Cairo, Egypt",Full Time,On-site
1131,Costing section head,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1132,Head OF Accounting,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1133,Payroll Accountant,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1134,Backend Developer .NET Core,"Cairo, Egypt",Full Time,Remote
1135,Mid-Level Backend Engineer (Django REST Framework),"Sheikh Zayed, Giza, Egypt",Full Time,Hybrid
1136,Interior Designer,"New Cairo, Cairo, Egypt",Full Time,On-site
1137,BMS Electrical Engineer,"6th of October, Giza, Egypt",Full Time,On-site
1138,Front Office Associate,"Nasr City, Cairo, Egypt",Full Time,On-site
1139,3D Designer,"Giza, Egypt",Full Time,On-site
1140,Senior Accountant,"Heliopolis, Cairo, Egypt",Full Time,On-site
1141,Web Designer & Developer,"Mississauga, Canada",Full Time,Remote
1142,Talent Acquisition & Organizational Development Senior Specialist,"New Cairo, Cairo, Egypt",Full Time,On-site
1143,Accounting Manager,"6th of October, Giza, Egypt",Full Time,On-site
1144,"Production Engineer ""Injection""","Sharqia, Egypt",Full Time,On-site
1145,Quality Control Testing Specialist- October,"6th of October, Giza, Egypt",Full Time,On-site
1146,Center Physician- October,"6th of October, Giza, Egypt",Full Time,On-site
1147,Center physician- El Tal El Kebir,"Altall Alkabir, Ismailia, Egypt",Full Time,On-site
1148,Center physician - Mansoura,"Mansoura, Dakahlia, Egypt",Full Time,On-site
1149,Electrical Maintenance Engineer,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
1150,Mechanical Maintenance Engineer,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
1151,Cost Accountant,"Badr City, Cairo, Egypt",Full Time,On-site
1152,Automation Engineer,"Alsadat City, Monufya, Egypt",Full Time,On-site
1153,digital marketing,"Cairo, Egypt",Full Time,On-site
1154,Internal Audit Specialist,"Maadi, Cairo, Egypt",Full Time,On-site
1155,Digital Marketing specialist,"Cairo, Egypt",Full Time,On-site
1156,Accounting Operations - Senior Manager - New Cairo,"New Cairo, Cairo, Egypt",Full Time,On-site
1157,Depot Management Specialist,"Gomrok, Alexandria, Egypt",Full Time,On-site
1158,Senior Product Manager,"Maadi, Cairo, Egypt",Full Time,Hybrid
1159,Customer Success Specialist,"Cairo, Egypt",Full Time,On-site
1160,React.js Developer,"Cairo, Egypt",Full Time,On-site
1161,Production Engineer (Titan Ignite Management Trainee Program),"Max, Alexandria, Egypt",Internship,On-site
1162,Senior Material Planning,"Cairo, Egypt",Full Time,On-site
1163,Medical Product Specialist,"Cairo, Egypt",Full Time,Hybrid
1164,Sales Executive - (Paints Experience) Assuit,"Assuit, Assiut, Egypt",Full Time,On-site
1165,Bank Accountant,"Nasr City, Cairo, Egypt",Full Time,On-site
1166,Full Stack Developer,"Cairo, Egypt",Full Time,Remote
1167,Senior Talent Acquisition Specialist,"Cairo, Egypt",Full Time,On-site
1168,CEO Personal Assistant,"Heliopolis, Cairo, Egypt",Full Time,On-site
1169,Digital Marketing Manager,"Nasr City, Cairo, Egypt",Full Time,On-site
1170,Retail Sales Advisor – Tires & Batteries (Sheikh Zayed Branch),"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1171,Receptionist - Derma clinic,"Heliopolis, Cairo, Egypt",Full Time,On-site
1172,Social Media & Digital Marketing Specialist,"Cairo, Egypt",Full Time,On-site
1173,"Credit Manager ""Factoring""","Maadi, Cairo, Egypt",Full Time,On-site
1174,Back End Developer - Laravel,"New Cairo, Cairo, Egypt",Full Time,Remote
1175,Turkish Teamlead- BPO,"Maadi, Cairo, Egypt",Full Time,On-site
1176,Secretary,"Cairo, Egypt",Full Time,On-site
1177,Business Solution Team Leader,"Giza, Egypt",Full Time,On-site
1178,Business Solution Senior Engineer,"Giza, Egypt",Full Time,On-site
1179,Training Specialist - Customer & Technology Division,"Nasr City, Cairo, Egypt",Full Time,On-site
1180,Accountant,"6th of October, Giza, Egypt",Full Time,On-site
1181,Senior BIM Engineer,"Downtown, Cairo, Egypt",Full Time,On-site
1182,HVAC Engineer,"Obour City, Cairo, Egypt",Full Time,On-site
1183,Export Sales Specialist- French Account,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1184,Drafting / Surveying Instructor,"Cairo, Egypt",Freelance / Project,Remote
1185,Senior Cost Accountant,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1186,Export Sales Specialist- English Account,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1187,Senior Backend Developer,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
1188,Senior Payroll & Personnel,"Maadi, Cairo, Egypt",Full Time,On-site
1189,Digital Marketing Manage,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1190,Cost Accounting Section Head,"New Cairo, Cairo, Egypt",Full Time,On-site
1191,Internal Auditor,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1192,Junior GIS Technician,"Katameya, Cairo, Egypt",Full Time,On-site
1193,Production Engineer,"khanka, Qalubia, Egypt",Full Time,On-site
1194,Workforce Specialist..,"Maadi, Cairo, Egypt",Full Time,On-site
1195,Senior Accountant,"Agouza, Giza, Egypt",Full Time,On-site
1196,Android Developer,"6th of October, Giza, Egypt",Full Time,Hybrid
1197,UI UX Designer,"Shorouk City, Cairo, Egypt",Full Time,On-site
1198,Senior Frontend Developer (React.js),"Shorouk City, Cairo, Egypt",Full Time,On-site
1199,Medical Network Coordinator - Medical Case Management,"Giza, Giza, Egypt",Full Time,On-site
1200,Executive Office Manager for Chairman,"New Cairo, Cairo, Egypt",Full Time,On-site
1201,Senior Cybersecurity Engineer,"Shorouk City, Cairo, Egypt",Full Time,On-site
1202,Retail Marketing Supervisor,"Nasr City, Cairo, Egypt",Full Time,On-site
1203,Search Engine Optimization Specialist,"Cairo, Egypt",Full Time,Remote
1204,Accounts payable Accountant,"Maadi, Cairo, Egypt",Full Time,On-site
1205,Office Manager,"Cairo, Egypt",Full Time,On-site
1206,Quality Control Engineer (Production),"Nasr City, Cairo, Egypt",Full Time,On-site
1207,Procurement Specialist,"Alsadat City, Monufya, Egypt",Full Time,On-site
1208,Front Desk Officer,"New Cairo, Cairo, Egypt",Full Time,On-site
1209,Treasury Accountant- Travel agent,"Downtown, Cairo, Egypt",Full Time,On-site
1210,Senior Social Media Specialist,"Sheraton, Cairo, Egypt",Full Time,On-site
1211,Senior Production Engineer,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1212,Sales Account Manager,"New Cairo, Cairo, Egypt",Full Time,On-site
1213,Technical Sales Engineer - Cairo,"Cairo, Egypt",Full Time,On-site
1214,Quality Assurance Manager,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1215,Fluent English Procurement Specialist - [USA],"New Cairo, Cairo, Egypt",Full Time,On-site
1216,Senior QA Tester (E-Commerce Platform),"Abu Dhabi, United Arab Emirates",Freelance / Project,Remote
1217,Quality control Manager,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
1218,Quality Assurance Inspector,"Khobar, Saudi Arabia",Full Time,On-site
1219,Receptionist,"New Cairo, Cairo, Egypt",Full Time,On-site
1220,Costing Section Head,"Heliopolis, Cairo, Egypt",Full Time,On-site
1221,Sales Team leader,"San Stefano, Alexandria, Egypt",Full Time,On-site
1222,Workforce specialist,"Maadi, Cairo, Egypt",Full Time,On-site
1223,Primavera P6 Scheduler,"Cairo, Egypt",Full Time,Remote
1224,Architect Site Engineer,"Maadi, Cairo, Egypt",Full Time,On-site
1225,3D Modeling & Coordination Instructor,"Cairo, Egypt",Freelance / Project,Remote
1226,Sales Admin - Real Estate,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1227,Administrative Assistant,"Maadi, Cairo, Egypt",Full Time,On-site
1228,Payroll Specialist,"Maadi, Cairo, Egypt",Full Time,On-site
1229,Head Of Learning Design & Quality Assurance,"Mohandessin, Giza, Egypt",Full Time,On-site
1230,Technical Office Shop Drawing,"New Capital, Cairo, Egypt",Full Time,On-site
1231,Product Management Expert,"Mohandessin, Giza, Egypt",Full Time,On-site
1232,Senior Full Stack Developer (.NET Core & Angular),"6th of October, Giza, Egypt",Full Time,Hybrid
1233,Senior Organization Development Specialist,"Abu Rawash, Giza, Egypt",Full Time,On-site
1234,Accounting & Reporting Specialist (IFRS),"Jeddah, Saudi Arabia",Full Time,On-site
1235,Receptionist / Front Desk Admin,"New Cairo, Cairo, Egypt",Full Time,On-site
1236,Sales Coordinator,"Nasr City, Cairo, Egypt",Full Time,On-site
1237,Software Test Lead,"Dokki, Giza, Egypt",Full Time,Hybrid
1238,Production Analyst,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1239,Customer Support Representative,"Alexandria, Egypt",Full Time,On-site
1240,Mapping & Tariff Implementation Officer,"Cairo, Egypt",Full Time,On-site
1241,Architect Design Engineer,"6th of October, Giza, Egypt",Full Time,On-site
1242,MV Manager,"Mohandessin, Giza, Egypt",Full Time,On-site
1243,Financial Analyst – Retail,"Obour City, Cairo, Egypt",Full Time,On-site
1244,general accountant manager,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1245,Senior Brand Manager,"Nasr City, Cairo, Egypt",Full Time,Hybrid
1246,Electrical Section Head,"6th of October, Giza, Egypt",Full Time,On-site
1247,SEO Specialist,"Alexandria, Egypt",Full Time,On-site
1248,Telesales / Customer Service / Customer Support - Specialist,"Nasr City, Cairo, Egypt",Full Time,On-site
1249,Marketing and Brand Manager,"New Cairo, Cairo, Egypt",Full Time,On-site
1250,Senior Treasury Accountant,"Heliopolis, Cairo, Egypt",Full Time,On-site
1251,Expert Automation Sales Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
1252,Sales Administrator,"New Nozha, Cairo, Egypt",Full Time,On-site
1253,Electrical Construction Manager,"Madinaty, Cairo, Egypt",Full Time,On-site
1254,IT Lead,"Alexandria, Egypt",Full Time,On-site
1255,IT Help Desk Engineer (Real Estate),"Heliopolis, Cairo, Egypt",Full Time,On-site
1256,Receptionist,"Dakahlia, Egypt",Full Time,On-site
1257,Business Development Engineer,"6th of October, Giza, Egypt",Full Time,On-site
1258,Mid-Level Software Tester,"Maadi, Cairo, Egypt",Full Time,Hybrid
1259,Senior Export Manager,"Heliopolis, Cairo, Egypt",Full Time,On-site
1260,Soft Services Manager,"New Capital, Cairo, Egypt",Full Time,On-site
1261,Senior Frontend Developer (Angular),"Mohandessin, Giza, Egypt",Full Time,Hybrid
1262,Customer Experience Team Leader,"Mohandessin, Giza, Egypt",Full Time,Hybrid
1263,Senior Telesales Specialist – Printing Solutions,"Nasr City, Cairo, Egypt",Full Time,On-site
1264,Total Rewards Manager,"New Cairo, Cairo, Egypt",Full Time,On-site
1265,Payroll Specialist,"Obour City, Cairo, Egypt",Full Time,On-site
1266,Lab Section Head,"6th of October, Giza, Egypt",Full Time,On-site
1267,Senior Financial Accountant,"Nasr City, Cairo, Egypt",Full Time,On-site
1268,Senior SEO Executive,"Cairo, Egypt",Full Time,Hybrid
1269,Senior Claims Auditor,"Dokki, Giza, Egypt",Full Time,On-site
1270,Collection Officer,"Agami, Alexandria, Egypt",Full Time,On-site
1271,Senior Accountant.,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1272,Textile Engineer,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1273,Tendering Estimation Engineer,"Cairo, Egypt",Full Time,On-site
1274,Sales Engineer - Compressor and Air Blower,"Heliopolis, Cairo, Egypt",Full Time,On-site
1275,General Accountant,"6th of October, Giza, Egypt",Full Time,On-site
1276,Marketing Specialist (Digital Marketing & Social Media),"New Cairo, Cairo, Egypt",Full Time,On-site
1277,Sales Representative Indoor/Outdoor,"Mansheya, Alexandria, Egypt",Full Time,On-site
1278,General Ledger Accountant,"Heliopolis, Cairo, Egypt",Full Time,On-site
1279,BIM Manager,"Dokki, Giza, Egypt",Full Time,On-site
1280,Senior Backend Developer - Tech Lead,"Cairo, Egypt",Full Time,Remote
1281,Digital Product Manager,"Mohandessin, Giza, Egypt",Full Time,On-site
1282,Affiliate & Content Marketing Specialist (Travel-Tech),"Istanbul, Turkey",Freelance / Project,Remote
1283,Financial & Business Analyst (Multi-Country Experience),"Istanbul, Turkey",Freelance / Project,Remote
1284,Payroll Executive,"Cairo, Egypt",Full Time,On-site
1285,Accounting Manager,"Giza, Giza, Egypt",Full Time,On-site
1286,Senior HR Specialist,"Maadi, Cairo, Egypt",Full Time,On-site
1287,Talent Acquisition Specialist,"Maadi, Cairo, Egypt",Full Time,On-site
1288,Sr. Accountant For Bookkeeping Company,"Maadi, Cairo, Egypt",Full Time,On-site
1289,Accountant,"Sheraton, Cairo, Egypt",Full Time,On-site
1290,Receptionist,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1291,Pharmacy Accountant,"Heliopolis, Cairo, Egypt",Full Time,On-site
1292,Performance Marketing Specialist,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1293,Customer Service Manager,"Alexandria, Egypt",Full Time,On-site
1294,Human Resource Recruiter,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1295,Accountant,"Sheraton, Cairo, Egypt",Full Time,On-site
1296,Accountant,"Nasr City, Cairo, Egypt",Full Time,On-site
1297,Sales Admin,"New Cairo, Cairo, Egypt",Full Time,On-site
1298,Receptionist,"New Cairo, Cairo, Egypt",Full Time,On-site
1299,Human Resources Generalist,"Mohandessin, Giza, Egypt",Full Time,On-site
1300,Front Office Executive,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1301,Sales Supervisor,"Downtown, Kafr Alsheikh, Egypt",Full Time,On-site
1302,Quality Control Engineer,"6th of October, Giza, Egypt",Full Time,On-site
1303,Partnerships Executive,"Giza, Egypt",Full Time,On-site
1304,IT Specialist,"Mohandessin, Giza, Egypt",Full Time,On-site
1305,Social Media Specialist,"Nasr City, Cairo, Egypt",Full Time,On-site
1306,Admin Assistant,"Sharm Alsheikh, South Sinai, Egypt",Full Time,On-site
1307,Document Controller (Construction),"New Cairo, Cairo, Egypt",Full Time,On-site
1308,Stock Control – Accountant,"6th of October, Giza, Egypt",Full Time,On-site
1309,Cost Control Engineer - Mechanical,"Katameya, Cairo, Egypt",Full Time,On-site
1310,Receptionist,"Cairo, Egypt",Full Time,On-site
1311,Procurement - Senior Electrical Engineer,"Agouza, Giza, Egypt",Full Time,On-site
1312,Senior Media Buyer,"Sheraton, Cairo, Egypt",Full Time,On-site
1313,Administrative Assistant,"Abu Rawash, Giza, Egypt",Full Time,On-site
1314,Senior Full Stack Developer,"New Cairo, Cairo, Egypt",Full Time,On-site
1315,Medical Digitization Officer (Pharmacists) - Cairo,"Maadi, Cairo, Egypt",Full Time,Hybrid
1316,Civil Site Engineer,"New Cairo, Cairo, Egypt",Full Time,On-site
1317,Senior Accountant,"Katameya, Cairo, Egypt",Full Time,On-site
1318,Senior Fire & Plumbing Engineer,"Heliopolis, Cairo, Egypt",Full Time,On-site
1319,Project Manager,"Cairo, Egypt",Full Time,On-site
1320,Senior Social Media & Content,"Sheraton, Cairo, Egypt",Full Time,On-site
1321,Product Specialist,"Giza, Egypt",Full Time,On-site
1322,Senior lawyer,"Agouza, Giza, Egypt",Full Time,On-site
1323,Junior Costing Accountant,"Cairo, Egypt",Full Time,On-site
1324,Executive Administrative Assistant,"Washington, D.C., United States",Part Time,Remote
1325,Warranty Engineer Automotive,"Ameria, Alexandria, Egypt",Full Time,On-site
1326,Talent Acquisition Supervisor,"Agouza, Giza, Egypt",Full Time,On-site
1327,Mechanical Tendering Engineer,"Cairo, Egypt",Full Time,On-site
1328,Senior Tender Engineer,"Obour City, Cairo, Egypt",Full Time,On-site
1329,Treasury Accountant,"Mansoura, Dakahlia, Egypt",Full Time,On-site
1330,Project Control Engineer,"Shorouk City, Cairo, Egypt",Full Time,On-site
1331,Accountant,"Bolkly, Alexandria, Egypt",Full Time,On-site
1332,Digitalization and Automation Manager,"Sheraton, Cairo, Egypt",Full Time,On-site
1333,HSE Manager,"New Cairo, Cairo, Egypt",Full Time,On-site
1334,Marketing Manager,"Cairo, Egypt",Full Time,Remote
1335,Senior Compensation and benefits Specialist,"Abu Rawash, Giza, Egypt",Full Time,On-site
1336,Production Engineer,"6th of October, Giza, Egypt",Full Time,On-site
1337,Production Engineer,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1338,Customer Support Supervisor,"6th of October, Giza, Egypt",Full Time,On-site
1339,Branch Manager,"Nasr City, Cairo, Egypt",Full Time,On-site
1340,Production Engineer,"Qalyub, Qalubia, Egypt",Full Time,On-site
1341,Warehouse Manager,"khanka, Qalubia, Egypt",Full Time,On-site
1342,Talent Acquisition Supervisor,"Qalyub, Qalubia, Egypt",Full Time,On-site
1343,Treasury Accountant,"Obour City, Cairo, Egypt",Full Time,On-site
1344,Senior General Ledger Accountant,"Obour City, Cairo, Egypt",Full Time,On-site
1345,Senior Maintenance Engineer / Agricultural Company,"Aswan, Aswan, Egypt",Full Time,On-site
1346,Brand Senior Manager,"Maadi, Cairo, Egypt",Full Time,On-site
1347,Senior Accountant,"Maadi, Cairo, Egypt",Full Time,On-site
1348,IT Specialist FROM TANTA,"Tanta, Gharbia, Egypt",Full Time,On-site
1349,General Manager,"New Cairo, Cairo, Egypt",Full Time,On-site
1350,Hiring French Trainer,"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1351,Senior Account Manager,"Heliopolis, Cairo, Egypt",Full Time,On-site
1352,Managing Director,"Heliopolis, Cairo, Egypt",Full Time,On-site
1353,Tax Accountant,"New Cairo, Cairo, Egypt",Full Time,On-site
1354,Product Specialist,"Heliopolis, Cairo, Egypt",Full Time,On-site
1355,HR Director,"Cairo, Egypt",Full Time,On-site
1356,Sales Specialist – Corrugated Packaging,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1357,Procurement & Contract Manager- Engineer,"Shorouk City, Cairo, Egypt",Full Time,On-site
1358,Digital Marketing Specialist,"New Cairo, Cairo, Egypt",Full Time,On-site
1359,Product Owner,"Maadi, Cairo, Egypt",Full Time,On-site
1360,Brand Manager,"Obour City, Cairo, Egypt",Full Time,On-site
1361,Infrastructure Engineer,"Cairo, Egypt",Full Time,On-site
1362,Factory Manager,"Monufya, Egypt",Full Time,On-site
1363,Social Media Specialist,"New Cairo, Cairo, Egypt",Internship,On-site
1364,Senior Full Stack TypeScript Engineer,"6th of October, Giza, Egypt",Full Time,Remote
1365,Administrative Secretary,"New Cairo, Cairo, Egypt",Full Time,On-site
1366,Marketing Manager,"Giza, Egypt",Full Time,On-site
1367,Junior Odoo Developer,"Mohandessin, Giza, Egypt",Full Time,Hybrid
1368,Sales Teamleader,"Nasr City, Cairo, Egypt",Full Time,On-site
1369,Accounts Receivable,"Mohandessin, Giza, Egypt",Full Time,On-site
1370,Social Media Specialist,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1371,HR Generalist,"Heliopolis, Cairo, Egypt",Full Time,On-site
1372,Local sales coordinator,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1373,Senior Public Relations Manager,"Hurghada, Red Sea, Egypt",Full Time,On-site
1374,Test Engineer,"6th of October, Giza, Egypt",Full Time,On-site
1375,Software Development Manager - Remote,"Riyadh, Saudi Arabia",Full Time,Remote
1376,Senior Recruitment Executive,"Nasr City, Cairo, Egypt",Full Time,On-site
1377,Manufacturing Calibration Technician,"New Capital, Cairo, Egypt",Full Time,On-site
1378,Internal Sales Support,"Maadi, Cairo, Egypt",Full Time,On-site
1379,Accounting Manager,"Maadi, Cairo, Egypt",Full Time,On-site
1380,IT Service Desk Specialist,"Maadi, Cairo, Egypt",Full Time,On-site
1381,E Commerce Specialist,"Mohandessin, Giza, Egypt",Full Time,On-site
1382,Production Engineer,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site
1383,Steel Detailing Team Leader,"Obour City, Cairo, Egypt",Full Time,On-site
1384,Business Development Specialist,"Mohandessin, Giza, Egypt",Full Time,On-site
1385,Senior Odoo Developer,"New Cairo, Cairo, Egypt",Full Time,On-site
1386,Sales Manager Traditional Trade (wholesales & retails),"Sheikh Zayed, Giza, Egypt",Full Time,On-site
1387,Operations Manager,"Nasr City, Cairo, Egypt",Full Time,On-site
1388,Finance Manager,"Sheraton, Cairo, Egypt",Full Time,On-site
1389,Production Manager,"khanka, Qalubia, Egypt",Full Time,On-site
1390,HSE Officer,"Madinaty, Cairo, Egypt",Full Time,On-site
1391,Sales Manager – Tableware Factory,"6th of October, Giza, Egypt",Full Time,On-site
1392,General Accountant,"Smouha, Alexandria, Egypt",Full Time,On-site
1393,BIM Manager,"New Cairo, Cairo, Egypt",Full Time,On-site
1394,Front Desk/ Admin Assistant,"Katameya, Cairo, Egypt",Full Time,On-site
1395,Raw Material Planning Engineer,"Alsadat City, Monufya, Egypt",Full Time,On-site
1396,Security & Safety Officer,"Maadi, Cairo, Egypt",Full Time,On-site
1397,E Commerce Manager,"Giza, Egypt",Full Time,On-site
1398,Raw Material Pharmaceutical Specialist - Marketing,"New Cairo, Cairo, Egypt",Full Time,On-site
1399,Software Quality Assurance (QA) Tester,"Nasr City, Cairo, Egypt",Full Time,On-site
1400,Sales Team Supervisor,"Mohandessin, Giza, Egypt",Full Time,On-site
1401,Logistics Co-ordinator,"Langley, Canada",Part Time,Remote
1402,Senior Payroll and Personnel Specialist ( Immediate Start ),"Manial, Cairo, Egypt",Full Time,On-site
1403,Procurement Senior Admin,"Maadi, Cairo, Egypt",Full Time,On-site
1404,Operations Executive Officer,"Mohandessin, Giza, Egypt",Full Time,On-site
1405,Business Planning & Performance Analysis,"Cairo, Egypt",Full Time,On-site
1406,Digital Marketing Expert,"Maadi, Cairo, Egypt",Full Time,Hybrid
1407,Unit Manager - Internal Audit,"New Cairo, Cairo, Egypt",Full Time,On-site
1408,Regional Manager,"Alexandria, Egypt",Full Time,Remote
1409,Mechanical Design Engineer (Electrical Panels),"10th of Ramadan City, Cairo, Egypt",Full Time,On-site
1410,HR and Administration Specialist,"Smart Village, Giza, Egypt",Full Time,On-site
1411,Sales Supervisor,"Mahalla Kubra, Gharbia, Egypt",Full Time,On-site
1412,Telesales Executive,"New Cairo, Cairo, Egypt",Full Time,Hybrid
1413,Telecom Sales Manager,"Cairo, Egypt",Full Time,Hybrid
1414,Full Stack Developer (PHP Laravel),"Hadayek Alahram, Giza, Egypt",Full Time,On-site
1415,Sales Account Manager (Fintech - B2C),"New Cairo, Cairo, Egypt",Full Time,Hybrid
1416,Accountant 5%,"New Cairo, Cairo, Egypt",Full Time,Hybrid
1417,Assistance General Manger,"New Nozha, Cairo, Egypt",Full Time,On-site
1418,Cost Accountant,"Alexandria, Egypt",Full Time,On-site
1419,Personnel Section Head,"Qaha, Qalubia, Egypt",Full Time,On-site
1420,Personal Assistant (Software Company),"Nasr City, Cairo, Egypt",Full Time,On-site
1421,QA Tester / Software Tester,"Nasr City, Cairo, Egypt",Full Time,Hybrid
